sentiment,review_body,product_category
0,I was excited to see this offered by retailer because i have been looking for a light blue summer jacket or blazer that isn't a denim jacket and this seemed to fit the bill. i've ordered several cartonnier blazers in 00p  as early as 2013 and as late as spring 2015  and have been very happy with them. on the plus side i would say that the color is depicted accurately and it does seem like a high quality jacket. but while the shoulders and sleeves were a pretty standard fit for 00p  it was much too,Jackets
0,The vest looks  so stylish on. it makes a regular t shirt look edgy with it on. i love the vest but the price is too high,Jackets
0,If you have any curves at all then this will look like a sack on you. i wanted to love it because of the material and i've been looking for a blazer/ jacket that was heavy in weight. this just looked awful on me. maybe for someone who is very slender this will work but i was highly disappointed in the cut.,Jackets
1,I got this vest on sale in the navy color and love it! the quality of the fabric is great and the draped design of it is so chic! really adds a stylish touch to almost any outfit.,Jackets
1,Soft  comfortable and well made. great with sleeves rolled or down for cooler weather. interesting color- close to picture  maybe a little more orange. goes well with blues and grays.,Jackets
1,This jacket is a neutral color with a subtle print that adds great character. the stitching around the edges is cute. the shape is very flattering and not too boxy as some open jackets can be. a perfect layering piece!,Jackets
1,I dig this jacket very much because i can wear it like a thick shirt or as a jacket  and the removable collar gives even more versatility. i am short so i opted for regular xs (i'm 5ft2in  34b  26 waist  36 hips)  the bit of spandex stretch helps me achieve the fitted look without looking too tight. i love military green color  it's a happier neutral than black or brown. without saying  it goes with everything and flatters all body types.,Jackets
1,"This is a very cute and unique cropped jacket. the attention to detail is excellent. i am normally a small but had to size down to an xs as the style is a bit boxy and to make it more fitted/tailored  an xs looked better. i am 5'5"" 118 lbs  34c  slim athletic build. it is a chic alternative to a cardigan on a cooler day.",Jackets
1,I have been on the hunt for a replacement cargo jacket for about a year now. i thought this one was going to be it!! ordered it right away. i got it in an xl as retailer coats always seem to run small on me (i am very busty so sometimes the more fitted styles won't even close without a big gap). this is not the case with this jacket. it runs really big - it looks like it could be an xxxl...but the design is great with a zipper and button closures  pockets and cute back cut...the color is slightly,Jackets
1,This jacket is extremely good quality  has gorgeous detailing and is warm! quilting makes it thicker than expected  but plan to wear as both a blazer and fall jacket. highly recommend.,Jackets
1,"This jacket fits great! i got a medium  and am 5'6""   140 lbs. very nice light weight jacket.",Jackets
1,Thanks for the tip to size down. i am typically a m or a l (36d) and i sized down to a s. it is perfectly structured and warm and soft and beautiful. got it on the 40 percent of sale items so the price was right. absolutely a classic. i got the plum color. thanks retailer for another wardrobe staple.,Jackets
-1,Buttons were broken off when i opened the package  stretchy at waist  not good quality for the price.,Jeans
-1,I have other stevies  and these are nothing like them. the quality is very synthetic to a point that the material is shiny. the pants themselves run very small in the waist  approx. two sizes too small compared with other stevies. additionally  the cuff is sewn like that in place  and hits at an odd spot if you are taller or have strong calves. see how it gapes in the cuff on the model? like  a rounded bottom? that is way more emphasized in real life. buyer beware!,Jeans
-1,As a tall girl  i was thrilled to see that these pants come in longs! they are amazing for dressing up (or sassing up) and outfit. i anxiously anticipated their arrival and wore them the very first night i bought them. however  as someone previously mentioned the quality is poor. after wearing them to they symphony  the knee tore while i was sitting in my seat! i really don't see a way to avoid this from happening since i had not moved. i'm sooo upset because i absolutely loved these pants!,Jeans
-1,I ordered these a size up because i'd just had a baby and knew i needed a bigger size. my pre-pre baby size (chubby phase) were size 8/29. these fit like a size 4. way too small. very disappointed!,Jeans
-1,I originally got these in a 29 petite and thought they fit great right out of the bag (i'm usually a 6/8).. and within an hour of wearing them (to retailer  actually)  the knees had gotten so baggy that they looked absolutely ridiculous; i've never had jeans do this. the salesperson at retailer agreed that they seemed very odd. i exchanged for a 28p at her suggestion  and i just hate them. i'd say the smaller size seems every so slightly small  but nothing major - but the waist actually folds over a,Jeans
-1,These run at least 2 sizes smaller than other styles of the same brand  mother. such a bummer because the quality is totally on point. i'm going to exchange them for a huge size i guess. whatever  i don't mind having a size that's so much larger than all my other jeans. i just mind the complete hassle of the exchange process. i wish mother would get their sizing issues under control. it's not retailer's fault. so annoyed.,Jeans
-1,Noticed all the 5 star reviews online for the latest pilcro stets- so due to the past 2 years of dissapointment of what was once a great pair of jeans....i was hopeful that retailerpologist listened and went back to the original pilcro stet formula- thick denim  just the right amount of give and a flattering 10 inch rise. walked right in and found them- and i knew right when i touched them- they were still the thin denim that's nowhere near the quality they once were. consumers pay attention and t,Jeans
-1,"I agree with the other reviewer: the snaps at the ankle are a cute idea  but bad in execution. they look and feel odd when on. ---------- these fit tts  and they are soft with decent stretch. but the rise is much lower on me than other 8.5"" rise jeans i have; as a 43 year-old woman they seemed inappropriately low-hanging on me. ---------- as an aside  these will def. color transfer - there is a whole lotta rinse on these. and they have a strange chemical smell to them; not sure if that will diss",Jeans
-1,These pants were wonderful...for 2 seasons. yes  for almost $200 a pop they don't even last a full year! loved them so much  i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately  retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.,Jeans
0,"I think these jeans are good for people with long lean legs. i'm 5'7"" 155 lbs and the wide cuff made my legs look short and stubby. the weight of the jeans is a little on the heavier side - i usually like soft denim. i usually wear a 31 and thought they were true to size.",Jeans
0,These are great for summer except you need to size down! unless the pair i received was an anomaly  these run very large!,Jeans
0,I have a love/hate relationship with these jeans. when i first put them on  i felt like i had finally found my favorite pair of jeans. everything about how they fit and looked was just perfect - and they were offered in a petite size! but then two hours later they were sagging. the fabric is so cozy  but it just stretches too much  too fast. i am not willing to give up yet  so i ordered another pair in a smaller size. i'm less than thrilled about having to shell out the $$ for two pairs  but i r,Jeans
0,Lots of pairs of the pilcro serif-- and for some reason  after 5mo or less of normal wear  these have bit the dust.   i don't dry my denim and do wash on gentle cycles... this pair just doesn't seem to be too happy. began pilling after two washes  just seems to be a different blend of fabric than the others?     super bummed and now there's no way to replace it. wamp wamp.,Jeans
0,I'm 5'2 and 105 lbs; normally a size 25 petite for most jean brands but learned after receiving my online purchase that these jeans run large. i exchanged them for a size 24 petite and thought they fit okay at first but after testing them around the house  they kept stretching and i felt like they were going to fall off my waist! didn't want to wear a belt with these because it distracted from the relaxed style. sadly had to return my purchase.,Jeans
0,I purchased these in a 26 petite and a 26 regular. the 26r was too long and bunched up terribly pass the knee. they were also loose in the waist and overall body. the 26p fit great in the waist and body  however; past the knee it was too tight and again it bunched but not as bad as the 26 reg. the overall quality of the jean seems fairly good. the fit just did not work for me so these go back and the hunt continues for white jeans. would love it if they made the hyphen jeans in white.,Jeans
0,Fit is just like stet in my opinion.,Jeans
0,I ordered these in my usual size and could barely get them on. they fit ike tight leggings. they have spandex that is comfortable and they will probably stretch as you wear them . i exchanged for the next size up  because the style is great for year -round and the quality excellent. i live 2 hours from a store  i would either order up at least one size or try them on in store.,Jeans
0,Nice jeans  just fyi they look more slimly fitted in the photo than they actually are when you get them. that's why i returned them. otherwise  fine.,Jeans
1,"I bought two pair in one week...crazy right? i am 5'11 and 150lbs. i bought the pink color  soft faded pink  which drew me to them right away...kinda soft and romantic pink. then two days later went back (one hour drive) and bought the silver which is really a worn in green color. i feel these are true to size  i wouldn't size down because these are""t super stretchy....feels like it also won't bag out during the day. i really love these cords....and the rolled up cuff is adorable.",Jeans
1,They are very comfortable and have kept their shape after a couple of wearings. the pants can be used for informal or on the dressier side. the spandex in them is contributes to the comfort.,Jeans
1,"I cannot speak more highly of these jeans! i am a standard size 2  5'3"" and have never been able to purchase a pair of jeans and wear them right away. i *always* have to hem them by massive amounts. these jeans are so flattering  the wash is amazing. i have worn them with cute ballet flats and tall boots so far  but i think the possibilities are endless. i am petite but in a curvy way and i haven't felt these great in a pair of jeans in so long. the wash is great for dress up/dress down. i have",Jeans
1,I wanted these jeans so badly! i originally ordered them in my regular size -a 27. they were too big even for a tomboy fit  so i ordered a 26. the size 26 order was backordered and then cancelled. i am so sad! i would absolutely buy these if i could get them in my size. they are so soft and beautiful. i love ag's quality.,Jeans
1,Love these! so comfy and a great color! also love that it came in petite! it is so hard to find avoid crop pant in petite!!!,Jeans
1,"As a lazy one  i have to confess i barely leave any reviews even though i rely on the reviews from others to make my online order decision. yes! i owe a big ""thank you"" to anyone who wrote a helpful and honest reviews here :) and thank you!! now it is my time to pay back to the community. this pair of jeans are just perfect - perfect design  perfect fit and perfect material  soft  cozy and hip with a good spirit.. i don't want to take it off once i put on! i am 108 pounds and 5' 3"" ordered size",Jeans
1,The high/low hem is interesting  and the fit looks great. i did find that i needed one size larger than normal.  maybe that's bc these are high rise?  there is also absolutely no stretch in the fabric.,Jeans
1,I went to the store to buy the transcend verdugo ankle in blue. however i left with it in blue and black. the black is perfect. absolutely amazing fabric that shapes your behind  and no ones is more imperfect than mine. i cant say enough about these except paige rocks! i'm a fan!!,Jeans
1,"I just purchased these jeans on-line in my regular size 27 (5'4""  27/35  116bs) and they fit me just perfect so they are tts. they are super soft and there's just enough stretch in these that i'm able to bend easily yet they retain their shape nicely. the pockets in the front are super cute in person and the back gives a really cute look. the color is just as shown in the picture  a nice shade of blue that's in the middle plus they are really incredibly soft. i'm only 5""4"" but found the regular",Jeans
-1,Great color  soft fabric  but waaaaay too long. more like a night shirt than a t-shirt.,Knits
-1,I wanted to like this one.. really but it was just plain sloppy looking. i returned it.,Knits
-1,Such a beautiful and unique design - i only wish it fit! it is so  so boxy - i'm thin  but would have needed almost a foot of fabric removed in order to make it look right (and i don't mean making it super tight). the seaming and button details on the back are such that it would be tough to have a tailor refit it appropriately. so  i had to return this  despite really wanting to find a way to make it work.,Knits
-1,I wanted to love this sweatshirt  but alas  it is going back. upon opening and unfolding  the first thing i noticed: the dots and not solid. they are sort of distressed looking  with parts of them missing. secondly  it doesn't have a lot of structure. it's soft and kind of floppy but in a weird way. it's just not flattering on me. it looks more like a pajama top than something i would wear out of the house. for reference  i ordered the 3  and i'm usually a 10/12 in tops.,Knits
-1,I keep trying to find a peplum that works for me  but so far i have been unsuccessful. i just do not think that my shape and the peplum shape play well together?aside from the peplum issue  this shirt had a massive amount of material and runs large. the material alone is thick  making it a bulkier shirt  then add the volume of the peplum and i looked (and felt) huge. needless to say  this one was returned  sale or no sale.,Knits
-1,"Perhaps i have gotten too used to flowy shirts  or the cut of this was not right for me  but it felt too fitted around the rear end and the shoulders didn't lay right on me. sizing up would have only made it too big in the shoulders so i returned. i am 5'5""  135lbs  34c  curvy/muscular frame and ordered a size small.",Knits
-1,"Tried this on at my local retailer  the red color is pretty but not a ""true"" red. the fabric has a nice weight to it not the usual thin stuff that retailer seems to offer these days. two big problems though- the top is very low cut and i could see it ""opening"" up to the world! and the armholes are cut so big and low that you could see the sides of my bra  this is a deal-breaker for me  it can't be fixed.",Knits
-1,I tried this shirt in the purple motif  it fit true to size  my normal small worked well. all was good on the front turned around to admire the slight detail of the neckline in the back and all i could see with the red thread the designer used to sew their tag in. really? on a white shirt? it annoyed me so much i didn't buy the shirt.,Knits
-1,Per the other reviews i sized up and got the medium. it was still tight around the girls (and i'm not that well endowed)  but too big in the armholes. the fabric is a kind of thin tee shirt material. i kept it (because i'm lazy) but not sure how much i'll wear it given the strange fit.,Knits
0,I wanted to love it  but it's pretty pricey for a sweatshirt & the key hole in the back with the bright pink ribbon just looks odd. the stitching & beaded detail around the bottom hem & the cuffs is gorgeous  but the sleeves were way too long on me and just looked silly. unfortunately this will be going back.,Knits
0,This tank fit well and i loved the ruffle in the back and how it layed. but the front was not a good look and i will be retuning it.,Knits
0,This blouse runs large  billows out slightly  and hangs in a boxy straight way. i'm normally a medium but can probably wear a small in this blouse. the blouse is lined with a light-weight material but i can still see through it just a little bit. although very pretty  the blouse can snag easily so be careful when wearing. regardless  i plan to return for a small because this blouse is beautiful and unique. perfect for fall with its warm colors or summer because it's light weight.,Knits
0,I need t-shirts  these seem cute. a small runs loose  but it's comfortable and it does fit. i am turned off by the little side slits on all of this brand's printed tees. if i want to do a partial tuck to give myself a waist  because these shirts are cut generously  the little slits just throw the whole look off. i tried a few in the store  but left them all there.,Knits
0,The collar on this sweater is too stiff for my taste. the color and fabric is really nice. just wish the collar was different.,Knits
0,I wanted to love this shirt. it's got a thicker material  a flattering shape and the uniqueness for a basic top. however when i put this on  it just looked like it was ill-fitting over the chest. i think if the pull was below the chest  it would be much better.,Knits
0,This shirt seemed to run really small  especially in the chest. i'm debating exchanging for a new size bc this was really cute but i'm not sure if i need to go up 1 or 2 sizes it was so tight,Knits
0,After reading other reviews i ordered a small. my usual size is a m. it was huge all around. it's a beautiful print but i think it would make a nice maternity top.,Knits
0,I loved the fabric  cut and style of these shirts  the diamond gather in the front is a problem though. i just went under and snipped the elastic that is sewn on that design to relax it a bit. this shirt washes and wears wonderfully.   please make again   maybe fix the diamond area so it is not sewn with as much continuous elastic  a space in the sewing on both sides would alleviate that pucker.   sill i love this top,Knits
1,I loved the print on both  but first bought the blue to check out the fit and feel. i went ahead and ordered the cat one today. the fit is relaxed and slightly oversized so if you want a slimmer or less boxy fit  size down. for myself  m was perfect since i'm built larger and broader on top. the top is a bit long  covers my hips and some of my bottom. it's a mixed fabric design  so the linen part may feel scratchy to sensitive types.,Knits
1,This top was fun. casual with flair. it is a little strange that it is see through down to the stomach almost  but i would just wear a bra of the same color and don't think anyone would notice.  i didn't buy because even the sale price is too much for a casual tee  in my opinion.,Knits
1,Absolutely love this top. it can be worn with jeans or a nice pair of pants. material is so soft.. love the length   little longer in the back. definitely would buy in another color,Knits
1,All i really need to say is this is the perfect layering piece. i love that you have a choice in the neckline that you want to wear. form flattering and is true to size.,Knits
1,This sweater is a perfect transition piece!  the material is really soft. while it has the shape of a poncho it is cut nicely and doesn't make you look like a big blob.,Knits
1,Very pleasantly surprised by this top! it's looser  but in a flowy not baggy way. i ordered the m. the  vee is just right on me  tasteful but just low enough. love the sleeve length  ordered thinking another black tee   but it's going to be well used and great for evenings.,Knits
1,I like this tunic. it is quite long and print in blue looks good with the butterflies. it feels very hot though! maybe better for winter. the sleeves are linen  i usually don't like linen much  it feels scratchy. this top works better in colder weather due to the sleeves and length of top. more like a tunic. i recommend it but am sending it back because i need something for summer.,Knits
1,-this was actually at my local retailer store. it reminded me of another online exclusive that was a dress and had the same flower shapes but the color was a soft pink; this is exactly like that. _____________ pros: - it is so lovely with the pleated front,Knits
1,Lovely. my only issue is that the arm holes are rather large. i needed to wear a tank under so that my bra wouldn't show. very pretty.,Knits
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,Noce color as well  only gave one less star due to thin you could see my bra quality (it was pink and i tried on the grey). otherwise  nice and soft. regular size a little long and long sleeves  but sold out n petite :-(,Layering
1,Great quality  flattering cut- could even be used as a little day dress for warm weather! love the detail of the buttons on the back and the delicacy of the straps.,Layering
1,Originally i bought this in black and white. recently purchased several more in different colorways . why? it's just perfect to wear as an under tank/cami. i'm a busty gal and sometimes cami straps can be too thin and dig into my shoulders. this is soft  smooth and provides just enough coverage. very flattering fit on its own as well. great under loose knit or low cut sweaters. love!,Layering
1,I tried this on in-store in white and in grey. it is so super comfy and really cute. i love the wide straps! i ended up getting it in white and black. the grey looked a tad bit more casual than the white and black tanks.,Layering
1,I love camisoles like this  and retailer always has great ones! it has a nice length  so the lace detail can show underneath a jacket or shorter cardigan. it's fitted  but not tight.,Layering
1,This tank top runs big. i?m usually a xs and i ordered the xs and pxs due to reviews and the pxs is still big. i kept the pxs because it?s very cute and i love the color (ordered the canton). i?ve been taping the tank to my bra so it does not slip too far down. however  not sure if i will order this again.,Layering
1,I can not speak highly enough about this shirt. i originally bought the navy one and then went back to purchase the other two colors. the material is soft and thin without being flimsy. the fit is very flattering.,Layering
1,I bought the fuschia colored tank to wear under a sweater for the fall. great color. fits well.,Layering
1,I was not expecting the material to be as thick as it is. it has a wonderful drape and hand to it. i love the string tie straps so i can adjust it to fall on my chest a little higher. it seems that everything is too low-cut for my modest taste  but the ties let you decide how much cleavage to show. finding the right bra is always a little bit of a challenge with a cami  but i usually wear them under sweaters and jackets  so i'm not terribly concerned.,Layering
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
1,These leggings are so warm and comfortable. they're thick enough to wear as pants  and they don't stretch and slide during the day. i wish they came in more colors!,Legwear
1,"I've been looking at these for some time and i finally pulled the trigger. i'm glad i did because these tights are such a fun accessory to add to my wardrobe. they add just enough whimsy to classic dresses and skirts. these are not your everyday thin stretchy tights. they remind me of the tights i would wear in the winter as a little girl; they are really sweater tights. i think this aspect is great  but they do not have as much give as other tights. i am petite  about 5'3"" 112 lbs and the small",Legwear
1,"I wear tights all winter. it's difficult to find cute  fashionable tights that aren't ""heavy"" and have quality fabrics that will last through an entire season. these fit great  don't roll or bunch  don't shrink  have great feeling fabric and aren't super thick... but not see thru! love these and plan on purchasing in all of the colors!",Legwear
1,I love these cozy  fashionable leggings. they are super flattering and thick enough to wear to yoga or out and about in the real world. i will definitely be getting another pair! they seem true to size. i am tall (5'11) and usually wear a lg.,Legwear
1,These are truly slouchy leggings. i am short (5'3) so they do bunch quite a bit for me but when paired with a long chunky sweater they are perfect! unlike the other review  i felt that they ran a little on the larger side. i am typically an 8/10 and ordered the m/l. they sit nicely on my lower waist and do not sag but the length is long long long. i recommend these for wearing out or around the house.,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
1,These leggings are some of the softest i own. i ordered both the black and the moss and each has a distinct pattern. they are perfect for colder climates and fit me like a glove.,Legwear
1,I love these tights!! they're thick and durable and the pattern is super cute.,Legwear
1,"These are the best leggings i have ever worn - and i wear a lot of leggings. i am 5' 8"" tall and 127lbs. i bought a s/m. they very soft and warm. they stay up perfectly  and do not pinch or make any lines. i am amazed that they are so inexpensive. i am buying 2 more after this review!",Legwear
-1,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,Lounge
-1,Legs are too wide. the fabric is rough to the touch.,Lounge
-1,"I wanted to like this sporty dress too. i teach at an elementary school and like to get down on my knees st my students level - plus we can get messy most days with our learning and most days are go - go - go being ""on"" every second...the armholes were cut too big and weirdly squared. i didn't like the middle ""ridge"" either as it was unflattering. it was returned.",Lounge
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,I was so excited to try these on at my local retailer. i'm so glad i did before i ordered them online because i found the fit to be totally off. the pants bulged around my hips and looked very awkward. they were also not as soft as i expected them to be.,Lounge
-1,Cute and very soft  but the elastic wasn't sewn in right. i took them out of the wash and the waistband was a twisted mess. disappointing for more expensive loungewear.,Lounge
-1,I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which  for me  m,Lounge
0,Very orange. the slits in the back are larger than pictured and not at the cutest part of anyone's anatomy... shorter in front and i have a short torso. the fabric is nice and lightweight.,Lounge
0,Gorgeous details great use of materials -- yet the diagonal seam above the knee at the quadriceps cuts off the muscle and looks odd if you are the least bit muscular.,Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
0,I really loved the look of these color blocked leggings online  but when i received mine  they're nothing like the ones in the pictures....the front of the legs on mine are mostly orange with a thin strip of white between the orange  then more orange!!! i like orange  but really was expecting the pretty color blocking like in the pictures not  mostly orange on both front legs  the back of the legs have more color blocking  but barely any of the light lavender color,Lounge
0,I love these pants. like  obsessively love  like didn't want to take them off to wash them  love. annnnd i wish i hadn't because they came out of a delicate cycle cold water wash with a huge part of the leg seam ripped apart like a spider web. maybe i just got a bad pair  but i wasn't prepared to have to patch them after one wash for the price.,Lounge
0,"Love the shape and cut of this top but it is so sheer you could see my belly button through it. if it was a dark color i would buy it. wore my regular size small. i'm 5'5""130lbs  and 32dd.",Lounge
0,This top looks real cute on the model! wish it looked like that on me! way too big  so not flattering on my petite frame. sadly going back!,Lounge
0,This dress had a nice silhouette  but the armholes were cut a bit wide and made it look sloppy- too bad - it would've made a nice casual dress!,Lounge
0,Great print  terrible quality. the material is paper thin. not at all what i look for in a robe. it's going back.,Lounge
